526.022472474132
(1, -1, 4.60152220511902e-6, 0.309023996458857, 1.0)
(1, 1, 9.20304441014062e-6, -0.809008339225193, 0.5)
(1, -1, 0.0000138045666149673, -0.809029976770681, 0.3333333333333333)
(1, 1, 0.0000184060888195018, 0.308988985871809, 0.25)
(1, -1, 0.0000230076110236465, 0.999999999322432, 0.2)
(1, 1, 0.0000276091332273040, 0.309059006627136, 0.16666666666666666)
(-1, -1, 0.0000322106554303769, -0.808986700583388, 0.14285714285714285)
(1, 1, 0.0000368121776327679, -0.809051613219823, 0.125)
(1, -1, 0.0000414136998343793, 0.308953974866038, 0.1111111111111111)
(1, 1, 0.0000460152220351139, 0.999999997289727, 0.1)
(1, -1, 0.0000506167442348741, 0.309094016376598, 0.09090909090909091)
(1, 1, 0.0000552182664335625, -0.808965060845296, 0.08333333333333333)
(-1, -1, 0.0000598197886310818, -0.809073248572589, 0.07692307692307693)
(-1, 1, 0.0000644213108273345, 0.308918963441592, 0.07142857142857142)
(1, -1, 0.0000690228330222231, 0.999999993901886, 0.06666666666666667)
(1, 1, 0.0000736243552156502, 0.309129025707195, 0.0625)
(1, -1, 0.0000782258774075184, -0.808943420010946, 0.058823529411764705)
(1, 1, 0.0000828273995977302, -0.809094882828951, 0.05555555555555555)
(-1, -1, 0.0000874289217861882, 0.308883951598519, 0.05263157894736842)
(1, 1, 0.0000920304439727950, 0.999999989158909, 0.05)
(-1, -1, 0.0000966319661574532, 0.309164034618880, 0.047619047619047616)
(1, 1, 0.000101233488340065, -0.808921778080367, 0.045454545454545456)
(-1, -1, 0.000105835010520534, -0.809116515988879, 0.043478260869565216)
(1, 1, 0.000110436532698761, 0.308848939336867, 0.041666666666666664)
(1, -1, 0.000115038054874651, 0.999999983060795, 0.04)
(-1, 1, 0.000119639577048104, 0.309199043111606, 0.038461538461538464)
(1, -1, 0.000124241099219024, -0.808900135053589, 0.037037037037037035)
(-1, 1, 0.000128842621387314, -0.809138148052344, 0.03571428571428571)
(-1, -1, 0.000133444143552875, 0.308813926656682, 0.034482758620689655)
(1, 1, 0.000138045665715611, 0.999999975607545, 0.03333333333333333)
(1, -1, 0.000142647187875424, 0.309234051185325, 0.03225806451612903)
(1, 1, 0.000147248710032216, -0.808878490930641, 0.03125)
(1, -1, 0.000151850232185891, -0.809159779019317, 0.030303030303030304)
(1, 1, 0.000156451754336350, 0.308778913558011, 0.029411764705882353)
(-1, -1, 0.000161053276483497, 0.999999966799158, 0.02857142857142857)
(1, 1, 0.000165654798627233, 0.309269058839989, 0.027777777777777776)
(-1, -1, 0.000170256320767462, -0.808856845711552, 0.02702702702702703)
(-1, 1, 0.000174857842904086, -0.809181408889767, 0.02631578947368421)
(-1, -1, 0.000179459365037007, 0.308743900040904, 0.02564102564102564)
(1, 1, 0.000184060887166129, 0.999999956635635, 0.025)
(-1, -1, 0.000188662409291353, 0.309304066075552, 0.024390243902439025)
(-1, 1, 0.000193263931412583, -0.808835199396352, 0.023809523809523808)
(-1, -1, 0.000197865453529720, -0.809203037663666, 0.023255813953488372)
(1, 1, 0.000202466975642668, 0.308708886105406, 0.022727272727272728)
(1, -1, 0.000207068497751328, 0.999999945116975, 0.022222222222222223)
(-1, 1, 0.000211670019855605, 0.309339072891965, 0.021739130434782608)
(1, -1, 0.000216271541955399, -0.808813551985070, 0.02127659574468085)
(1, 1, 0.000220873064050614, -0.809224665340985, 0.020833333333333332)
(1, -1, 0.000225474586141152, 0.308673871751565, 0.02040816326530612)
(1, 1, 0.000230076108226916, 0.999999932243180, 0.02)
(1, -1, 0.000234677630307808, 0.309374079289182, 0.0196078431372549)
(-1, 1, 0.000239279152383732, -0.808791903477735, 0.019230769230769232)
(1, -1, 0.000243880674454589, -0.809246291921694, 0.018867924528301886)
(1, 1, 0.000248482196520282, 0.308638856979429, 0.018518518518518517)
(1, -1, 0.000253083718580713, 0.999999918014248, 0.01818181818181818)
(-1, 1, 0.000257685240635786, 0.309409085267155, 0.017857142857142856)
(-1, -1, 0.000262286762685402, -0.808770253874377, 0.017543859649122806)
(-1, 1, 0.000266888284729465, -0.809267917405764, 0.017241379310344827)
(-1, -1, 0.000271489806767877, 0.308603841789046, 0.01694915254237288)
(1, 1, 0.000276091328800540, 0.999999902430179, 0.016666666666666666)
(-1, -1, 0.000280692850827357, 0.309444090825836, 0.01639344262295082)
(1, 1, 0.000285294372848231, -0.808748603175024, 0.016129032258064516)
(-1, -1, 0.000289895894863064, -0.809289541793165, 0.015873015873015872)
(1, 1, 0.000294497416871759, 0.308568826180462, 0.015625)
(-1, -1, 0.000299098938874218, 0.999999885490975, 0.015384615384615385)
(1, 1, 0.000303700460870344, 0.309479095965179, 0.015151515151515152)
(-1, -1, 0.000308301982860039, -0.808726951379707, 0.014925373134328358)
(1, 1, 0.000312903504843207, -0.809311165083868, 0.014705882352941176)
(-1, -1, 0.000317505026819749, 0.308533810153725, 0.014492753623188406)
(-1, 1, 0.000322106548789568, 0.999999867196633, 0.014285714285714285)
(1, -1, 0.000326708070752567, 0.309514100685134, 0.014084507042253521)
(1, 1, 0.000331309592708648, -0.808705298488455, 0.013888888888888888)
(-1, -1, 0.000335911114657714, -0.809332787277845, 0.0136986301369863)
(-1, 1, 0.000340512636599667, 0.308498793708884, 0.013513513513513514)
(1, -1, 0.000345114158534411, 0.999999847547156, 0.013333333333333334)
(-1, 1, 0.000349715680461847, 0.309549104985657, 0.013157894736842105)
(-1, -1, 0.000354317202381878, -0.808683644501296, 0.012987012987012988)
(-1, 1, 0.000358918724294406, -0.809354408375065, 0.01282051282051282)
(1, -1, 0.000363520246199335, 0.308463776845984, 0.012658227848101266)
(1, 1, 0.000368121768096567, 0.999999826542543, 0.0125)
(1, -1, 0.000372723289986004, 0.309584108866698, 0.012345679012345678)
(-1, 1, 0.000377324811867550, -0.808661989418262, 0.012195121951219513)
(-1, -1, 0.000381926333741105, -0.809376028375500, 0.012048192771084338)
(-1, 1, 0.000386527855606574, 0.308428759565073, 0.011904761904761904)
(1, -1, 0.000391129377463859, 0.999999804182793, 0.011764705882352941)
(-1, 1, 0.000395730899312861, 0.309619112328209, 0.011627906976744186)
(-1, -1, 0.000400332421153485, -0.808640333239379, 0.011494252873563218)
(1, 1, 0.000404933942985631, -0.809397647279119, 0.011363636363636364)
(1, -1, 0.000409535464809204, 0.308393741866200, 0.011235955056179775)
(1, 1, 0.000414136986624105, 0.999999780467908, 0.011111111111111112)
