221.465919032361
(1, -1, 0.0000259594993615626, 0.0000259594993615626, 1.0)
(-1, 1, 0.0000519189987056312, -0.0000519189987056312, 0.5)
(1, -1, 0.0000778784980147118, 0.0000778784980147118, 0.3333333333333333)
(1, 1, 0.000103837997271310, -0.000103837997271310, 0.25)
(1, -1, 0.000129797496457933, 0.000129797496457933, 0.2)
(-1, 1, 0.000155756995557086, -0.000155756995557086, 0.16666666666666666)
(1, -1, 0.000181716494551275, 0.000181716494551275, 0.14285714285714285)
(-1, 1, 0.000207675993423005, -0.000207675993423005, 0.125)
(1, -1, 0.000233635492154784, 0.000233635492154784, 0.1111111111111111)
(-1, 1, 0.000259594990729117, -0.000259594990729117, 0.1)
(1, -1, 0.000285554489128510, 0.000285554489128510, 0.09090909090909091)
(1, 1, 0.000311513987335469, -0.000311513987335469, 0.08333333333333333)
(-1, -1, 0.000337473485332500, 0.000337473485332500, 0.07692307692307693)
(-1, 1, 0.000363432983102110, -0.000363432983102110, 0.07142857142857142)
(1, -1, 0.000389392480626803, 0.000389392480626803, 0.06666666666666667)
(1, 1, 0.000415351977889087, -0.000415351977889087, 0.0625)
(1, -1, 0.000441311474871466, 0.000441311474871466, 0.058823529411764705)
(-1, 1, 0.000467270971556448, -0.000467270971556448, 0.05555555555555555)
(1, -1, 0.000493230467926538, 0.000493230467926538, 0.05263157894736842)
(1, 1, 0.000519189963964242, -0.000519189963964242, 0.05)
(1, -1, 0.000545149459652066, 0.000545149459652066, 0.047619047619047616)
(-1, 1, 0.000571108954972517, -0.000571108954972517, 0.045454545454545456)
(-1, -1, 0.000597068449908099, 0.000597068449908099, 0.043478260869565216)
(-1, 1, 0.000623027944441320, -0.000623027944441320, 0.041666666666666664)
(1, -1, 0.000648987438554685, 0.000648987438554685, 0.04)
(1, 1, 0.000674946932230700, -0.000674946932230700, 0.038461538461538464)
(1, -1, 0.000700906425451871, 0.000700906425451871, 0.037037037037037035)
(1, 1, 0.000726865918200705, -0.000726865918200705, 0.03571428571428571)
(-1, -1, 0.000752825410459707, 0.000752825410459707, 0.034482758620689655)
(-1, 1, 0.000778784902211383, -0.000778784902211383, 0.03333333333333333)
(1, -1, 0.000804744393438240, 0.000804744393438240, 0.03225806451612903)
(-1, 1, 0.000830703884122782, -0.000830703884122782, 0.03125)
(1, -1, 0.000856663374247517, 0.000856663374247517, 0.030303030303030304)
(-1, 1, 0.000882622863794951, -0.000882622863794951, 0.029411764705882353)
(1, -1, 0.000908582352747589, 0.000908582352747589, 0.02857142857142857)
(1, 1, 0.000934541841087936, -0.000934541841087936, 0.027777777777777776)
(-1, -1, 0.000960501328798501, 0.000960501328798501, 0.02702702702702703)
(-1, 1, 0.000986460815861788, -0.000986460815861788, 0.02631578947368421)
(-1, -1, 0.00101242030226030, 0.00101242030226030, 0.02564102564102564)
(-1, 1, 0.00103837978797655, -0.00103837978797655, 0.025)
(-1, -1, 0.00106433927299304, 0.00106433927299304, 0.024390243902439025)
(-1, 1, 0.00109029875729228, -0.00109029875729228, 0.023809523809523808)
(-1, -1, 0.00111625824085677, 0.00111625824085677, 0.023255813953488372)
(1, 1, 0.00114221772366901, -0.00114221772366901, 0.022727272727272728)
(1, -1, 0.00116817720571153, 0.00116817720571153, 0.022222222222222223)
(1, 1, 0.00119413668696681, -0.00119413668696681, 0.021739130434782608)
(1, -1, 0.00122009616741737, 0.00122009616741737, 0.02127659574468085)
(1, 1, 0.00124605564704571, -0.00124605564704571, 0.020833333333333332)
(1, -1, 0.00127201512583434, 0.00127201512583434, 0.02040816326530612)
(-1, 1, 0.00129797460376576, -0.00129797460376576, 0.02)
(1, -1, 0.00132393408082249, 0.00132393408082249, 0.0196078431372549)
(-1, 1, 0.00134989355698702, -0.00134989355698702, 0.019230769230769232)
(-1, -1, 0.00137585303224187, 0.00137585303224187, 0.018867924528301886)
(-1, 1, 0.00140181250656953, -0.00140181250656953, 0.018518518518518517)
(1, -1, 0.00142777197995252, 0.00142777197995252, 0.01818181818181818)
(-1, 1, 0.00145373145237334, -0.00145373145237334, 0.017857142857142856)
(1, -1, 0.00147969092381449, 0.00147969092381449, 0.017543859649122806)
(1, 1, 0.00150565039425849, -0.00150565039425849, 0.017241379310344827)
(1, -1, 0.00153160986368784, 0.00153160986368784, 0.01694915254237288)
(1, 1, 0.00155756933208504, -0.00155756933208504, 0.016666666666666666)
(1, -1, 0.00158352879943260, 0.00158352879943260, 0.01639344262295082)
(-1, 1, 0.00160948826571303, -0.00160948826571303, 0.016129032258064516)
(1, -1, 0.00163544773090883, 0.00163544773090883, 0.015873015873015872)
(1, 1, 0.00166140719500251, -0.00166140719500251, 0.015625)
(-1, -1, 0.00168736665797658, 0.00168736665797658, 0.015384615384615385)
(-1, 1, 0.00171332611981354, -0.00171332611981354, 0.015151515151515152)
(-1, -1, 0.00173928558049589, 0.00173928558049589, 0.014925373134328358)
(1, 1, 0.00176524504000615, -0.00176524504000615, 0.014705882352941176)
(-1, -1, 0.00179120449832682, 0.00179120449832682, 0.014492753623188406)
(-1, 1, 0.00181716395544040, -0.00181716395544040, 0.014285714285714285)
(1, -1, 0.00184312341132940, 0.00184312341132940, 0.014084507042253521)
(-1, 1, 0.00186908286597633, -0.00186908286597633, 0.013888888888888888)
(-1, -1, 0.00189504231936370, 0.00189504231936370, 0.0136986301369863)
(1, 1, 0.00192100177147400, -0.00192100177147400, 0.013513513513513514)
(1, -1, 0.00194696122228975, 0.00194696122228975, 0.013333333333333334)
(1, 1, 0.00197292067179345, -0.00197292067179345, 0.013157894736842105)
(1, -1, 0.00199888011996761, 0.00199888011996761, 0.012987012987012988)
(1, 1, 0.00202483956679473, -0.00202483956679473, 0.01282051282051282)
(1, -1, 0.00205079901225732, 0.00205079901225732, 0.012658227848101266)
(1, 1, 0.00207675845633788, -0.00207675845633788, 0.0125)
(1, -1, 0.00210271789901893, 0.00210271789901893, 0.012345679012345678)
(1, 1, 0.00212867734028296, -0.00212867734028296, 0.012195121951219513)
(1, -1, 0.00215463678011249, 0.00215463678011249, 0.012048192771084338)
(1, 1, 0.00218059621849002, -0.00218059621849002, 0.011904761904761904)
(1, -1, 0.00220655565539805, 0.00220655565539805, 0.011764705882352941)
(1, 1, 0.00223251509081910, -0.00223251509081910, 0.011627906976744186)
