prime,variance,Sp^2,Fp^2,Mp^2,-2SF,2MF,-2MS,half
101839,38.9377861190011,59111.583332515045,54064.08850359613,130.41500310741247,-113006.31904688476,4878.142471747186,-5138.972477962012,False
164249,57.58450168050965,13687.416666159306,13629.832456718072,1.3457569887630102e-33,-27259.664621196873,8.43408757334946e-31,0.0,False
127343,46.579737604225706,171412.91666601226,146073.11869193288,1081.5011094978968,-316357.95451084303,24211.717488206505,-26374.719707202297,False
178501,61.72676493402578,14875.083332866483,14813.356840573359,2.3755807528572572e-32,-29626.713408505817,1.4072861848331256e-30,0.0,False
123289,45.4248510035233,10274.083332657414,10228.658852057408,4.407950467961857e-33,-20457.3173337113,5.602994817053738e-31,0.0,False
188693,64.80881814086335,15724.416666225032,15659.608107765273,1.1939211309413394e-31,-31319.215955849442,1.9393151343128242e-30,-0.0,False
194003,66.18388790548633,57375.91666623712,51748.932746852144,201.432494177969,-108857.2330310058,5359.367791593141,-5762.2327799490795,False
149873,53.28188522916687,12489.416666110641,12436.13509670449,2.9828991094081758e-33,-24872.269877585964,-1.2727036200141551e-31,-0.0,False
127301,46.56437501118102,10608.41666601205,10561.852652349264,7.664434729703632e-32,-21123.704943350127,-2.689969350295984e-31,0.0,False
182681,63.172222539757584,15223.416666210498,15160.244710073237,5.830382716290968e-32,-30320.489153743976,-2.769732325429771e-30,-0.0,False
106823,40.23604167947402,111942.91666588656,97505.3402328035,541.4533300979931,-208866.56752691264,13855.887479442903,-14938.79413963889,False
193813,66.11907013366246,16151.083332903365,16084.964517310624,5.1212293559289754e-33,-32169.92878008032,-1.3970042046337401e-30,-0.0,False
165233,57.929481420018874,13769.416666162328,13711.48747524123,1.1081783426693192e-32,-27422.974659983534,3.19387138551283e-30,0.0,False
196051,66.8825552871367,19586.583332908274,19905.610365617522,10.825477179050141,-39414.485666059605,-396.7348135401979,375.0838591820976,False
113989,42.61828327808775,9499.08333260227,9456.46544409924,5.595218002069581e-33,-18912.930493423424,1.5278675290984668e-31,0.0,False
136601,49.607921872088745,11383.416666056617,11333.80908337197,1.1705752036978451e-32,-22667.6178275565,9.220530835281487e-31,-0.0,False
126421,46.24249212747101,10535.08333267416,10488.841204410382,2.186697042414405e-33,-20977.682044957073,3.660194434072112e-31,0.0,False
135449,49.189568107498246,11287.41666605143,11238.22744001618,2.0542641467887986e-33,-22476.454537960108,-7.985761660998233e-31,0.0,False
190837,65.5451941628641,15903.08333289666,15837.538395497464,2.7357993576174805e-31,-31675.076534231262,-5.4641204481981935e-30,-0.0,False
189767,65.17769306156838,130734.91666622754,125287.44660728502,64.53995604824432,-255892.64562440274,5317.752668044115,-5446.832580140603,False
114077,42.65118416855488,9506.416665936165,9463.765876238136,8.775662185624075e-33,-18927.531358005745,-1.4339805443743168e-30,0.0,False
177433,61.357447104792236,14786.083332863673,14724.72616004086,8.324756905517643e-31,-29449.452045799735,1.1972684088834363e-30,0.0,False
177623,61.42314971342125,209282.9166661975,183962.71281495364,878.1571662896812,-392306.049165148,24380.623809229328,-26136.93814180869,False
151883,53.99645910386886,23681.916666118,22547.70215208414,27.841178107924396,-46147.78118099036,1052.3771884655125,-1108.0595446813613,False
158071,55.80474704198947,71253.58333280614,64184.61420100441,225.54225193169128,-135156.85053483685,6787.622434380371,-7238.706938243752,False
182687,63.174297359492186,124784.91666621051,114069.25555309426,272.3411427025732,-238518.65677924274,10380.145939447932,-10924.82822485308,False
183581,63.48344550632638,15298.416666212734,15234.93348580287,4.125842050764982e-32,-30469.86670650928,3.3811778757488632e-31,-0.0,False
119159,44.22483734296502,317954.9166659673,258886.82743924635,3135.9848238882414,-573661.5344439824,55887.879945933935,-62159.84959371042,False
179671,62.13135471312568,79997.58333286953,71743.90350246734,275.6372087739816,-151403.71827184976,7915.911537780563,-8467.185955328525,False
160159,56.541878223147656,155475.58333281302,132070.3269267944,1046.8357781508566,-286442.5326032334,22301.87904726558,-24395.55060356729,False
197959,67.53346225261743,100017.58333291237,90821.14331548812,264.0904611736168,-190507.10272497428,8864.81634320792,-9392.997265555154,False
171383,59.672652886497154,119906.91666618042,107477.51765094452,385.05176892856355,-226939.70989530988,11984.674875440305,-12754.778413297428,False
198943,67.86915013975954,72747.58333291445,69197.44926827351,55.712611627718154,-141821.45083942043,3426.552550850727,-3537.9777741061635,False
108961,41.04132602834399,9080.083332568534,9039.042416472936,2.613788074947498e-31,-18078.084423013126,2.731141825251263e-30,-0.0,False
186841,64.17273219059061,15570.083332887321,15505.91086295184,2.8932138595982537e-31,-31011.821463648575,-9.383962418823656e-30,0.0,False
187721,64.47497604832897,15643.416666222745,15578.941951200126,6.940218900481646e-32,-31157.88364137454,-9.802460902197527e-31,0.0,False
144671,51.795999039998,171256.91666609063,156104.40167468385,376.1494375887294,-326933.37290414574,14724.56987965319,-15476.86875483065,False
136523,49.579595834410796,25065.91666605627,23301.48211258293,57.35888499791822,-48260.46029780687,1657.4964120222428,-1772.2141820180793,False
198013,67.55188414854585,16501.083332912487,16433.531697905866,2.0572503659940795e-33,-32867.0631466698,1.924961355117498e-31,-0.0,False
198047,67.56348312007532,149728.9166662459,137366.21438150448,297.5724979312176,-286729.99506669905,11997.566552789262,-12592.711548651698,False
189913,65.22783807069223,15826.083332894535,15760.855752836762,1.4862186921257609e-31,-31521.71124766061,-4.253724057959942e-30,0.0,False
141601,51.05769680343671,11800.083332744825,11749.025965505984,5.9023584341173864e-30,-23498.051601447372,7.989444859928888e-30,0.0,False
110933,41.784086240828195,9244.416665915462,9202.632982320203,1.680423861286889e-33,-18405.26556199484,-3.441508067915549e-31,0.0,False
152027,54.04765246032136,26357.91666611852,25922.979342784824,2.6870357349786294,-52224.16132070804,378.20294648665833,-383.57701795661563,False
